236,146,0.99619,0.33427
433,449,0.99611,0.33501
405,181,0.99622,0.33417
227,111,0.99604,0.33482
382,407,0.99617,0.33472
380,244,0.9961,0.33459
227,20,0.99607,0.33411
508,318,0.99596,0.33492
163,294,0.99594,0.3345
43,206,0.99585,0.33501
402,76,0.99585,0.33471
330,165,0.99611,0.33472
97,106,0.99611,0.33464
382,378,0.99621,0.33484
296,335,0.99592,0.33495
135,181,0.99612,0.33513
261,82,0.99613,0.33404
504,163,0.99615,0.33465
405,48,0.99627,0.33499
259,400,0.99622,0.33443
214,304,0.99608,0.33439
445,171,0.99611,0.33446
392,329,0.99607,0.33403
22,49,0.99622,0.33468
8,19,0.99622,0.33436
197,386,0.99619,0.33419
338,157,0.99614,0.33515
423,425,0.99622,0.33417
186,56,0.99587,0.3339
285,293,0.99633,0.33354
322,178,0.99605,0.33447
434,354,0.99623,0.33425
62,438,0.99597,0.33418
500,141,0.99628,0.33427
502,440,0.9961,0.3349
483,386,0.9961,0.33493
7,150,0.99602,0.33424
85,72,0.99583,0.33514
308,3,0.99593,0.33408
199,329,0.99596,0.33393
200,224,0.9959,0.33545
196,53,0.99618,0.33434
283,288,0.99596,0.33409
409,193,0.99621,0.33441
110,429,0.99612,0.33469
38,420,0.9961,0.33444
254,256,0.99611,0.33509
44,287,0.99612,0.33428
79,62,0.99605,0.33462
473,459,0.99603,0.33455
322,383,0.996,0.33497
461,325,0.99619,0.33434
254,204,0.99629,0.33415
474,392,0.99606,0.33466
13,74,0.99606,0.33413
339,158,0.9962,0.33478
259,252,0.99616,0.3339
339,138,0.99605,0.33486
247,94,0.99613,0.33519
454,272,0.99615,0.33421
341,92,0.99603,0.3347
473,476,0.99595,0.33379
437,148,0.99623,0.33364
412,185,0.99618,0.33499
326,193,0.99602,0.33503
178,24,0.9962,0.33534
459,100,0.99619,0.33429
155,196,0.99621,0.33495
382,172,0.99622,0.33419
474,2,0.99588,0.33454
154,321,0.99622,0.33424
428,469,0.99609,0.33472
89,321,0.99616,0.33495
156,47,0.99616,0.335
508,64,0.99609,0.33546
81,340,0.99608,0.33449
51,366,0.99593,0.33362
293,153,0.99597,0.33393
257,133,0.99614,0.33419
485,443,0.99623,0.33469
481,148,0.99623,0.33501
199,175,0.99611,0.33442
491,443,0.99609,0.33476
134,85,0.99586,0.33437
247,427,0.99601,0.3347
24,393,0.99615,0.33482
171,87,0.99621,0.33403
174,471,0.99604,0.33397
94,198,0.996,0.33476
262,431,0.99611,0.3346
85,342,0.99597,0.3342
366,472,0.99588,0.33428
3,286,0.99613,0.3344
350,132,0.9961,0.33455
397,459,0.99617,0.33505
106,303,0.99594,0.33386
293,298,0.99608,0.33435
264,178,0.99593,0.33477
133,398,0.99613,0.33456
407,127,0.99594,0.33516
