219,148,0.99604,0.33459
88,338,0.99635,0.335
355,364,0.99592,0.33455
200,130,0.996,0.33389
61,97,0.99598,0.33424
208,301,0.99612,0.33428
473,266,0.99625,0.33465
507,31,0.99599,0.33422
356,304,0.99613,0.33447
149,371,0.99585,0.33439
159,473,0.99594,0.33383
471,427,0.99605,0.33427
424,330,0.996,0.3346
83,40,0.99609,0.33487
461,466,0.99606,0.33466
266,480,0.99606,0.33393
310,301,0.99625,0.33458
98,395,0.99603,0.33471
227,332,0.99617,0.33476
500,137,0.9961,0.33388
492,2,0.99631,0.33348
337,174,0.99604,0.33479
236,455,0.99615,0.33492
425,319,0.99602,0.33459
486,244,0.9962,0.33344
250,54,0.99604,0.33467
436,25,0.99594,0.33372
499,2,0.9961,0.33396
112,58,0.99615,0.33468
109,349,0.99604,0.33458
169,422,0.99609,0.33422
92,138,0.9959,0.33363
9,386,0.99609,0.33377
327,233,0.99607,0.3339
369,217,0.99626,0.33403
426,377,0.99614,0.33464
113,407,0.99589,0.33398
128,168,0.99599,0.33395
179,406,0.99597,0.33496
428,307,0.99594,0.33474
167,25,0.9962,0.33527
79,29,0.99621,0.3355
259,331,0.99615,0.33498
152,99,0.99606,0.33447
434,250,0.99618,0.33479
432,359,0.99603,0.33445
91,120,0.99616,0.33436
223,306,0.99638,0.33502
272,283,0.99599,0.33513
22,262,0.99594,0.33481
87,164,0.99612,0.33445
374,100,0.99601,0.33454
419,192,0.99599,0.33487
336,278,0.99581,0.33435
199,116,0.99605,0.33429
167,385,0.99628,0.33458
92,460,0.99608,0.33493
289,232,0.99591,0.335
54,461,0.99599,0.33434
99,482,0.99613,0.33492
67,499,0.99599,0.33337
264,447,0.99632,0.33478
395,265,0.99611,0.33476
357,242,0.9961,0.33435
390,331,0.99596,0.33473
442,4,0.99608,0.33423
201,103,0.99621,0.33439
193,502,0.9961,0.33397
9,296,0.99607,0.33468
458,369,0.9962,0.33435
204,198,0.99612,0.33437
8,191,0.99595,0.33393
316,138,0.99608,0.33494
215,159,0.99611,0.3346
371,308,0.99605,0.33434
264,392,0.99608,0.33499
506,442,0.99595,0.33535
20,108,0.99627,0.33459
29,103,0.99607,0.33466
184,484,0.99606,0.33418
209,355,0.99602,0.33431
173,123,0.99607,0.33469
401,24,0.99609,0.33487
189,414,0.99604,0.3341
475,9,0.99613,0.33453
176,3,0.99609,0.33433
495,26,0.99613,0.33438
128,317,0.99595,0.33522
56,366,0.99611,0.33389
31,78,0.99616,0.33475
12,454,0.99624,0.33511
455,153,0.99623,0.33543
179,478,0.99622,0.33458
269,323,0.99595,0.33444
483,214,0.99608,0.33449
79,217,0.99601,0.33424
430,273,0.99623,0.33442
4,237,0.99614,0.33437
510,446,0.996,0.33447
142,48,0.99603,0.33435
